1540793419.550,24.440,22.785,66.645,101.020
1540793720.170,24.440,22.745,67.225,101.026
1540794023.380,24.440,22.790,66.660,101.032
1540794630.720,24.440,22.655,67.040,101.027
1540794932.550,24.440,22.640,66.730,101.033
1540795233.000,24.380,22.620,66.830,101.040
1540795533.460,24.440,22.620,66.910,101.036
1540795836.340,24.440,22.705,66.705,101.029
1540796136.860,24.380,22.700,66.810,101.029
1540796437.610,24.380,22.610,66.845,101.024
1540796742.300,24.440,22.595,67.430,101.012
1540797042.700,24.380,22.605,67.060,101.015
1540797344.170,24.310,22.585,67.270,101.013
1540797644.430,24.380,22.555,66.630,101.006
1540797945.160,24.310,22.565,66.755,100.994
1540798245.550,24.310,22.530,63.910,100.982
1540798546.350,24.310,22.445,62.325,100.990
1540798847.550,24.310,22.415,61.720,100.994
1540799147.920,24.310,22.410,61.505,100.994
1540799448.060,24.310,22.410,60.825,100.998
1540799748.620,24.250,22.345,60.870,100.994
1540800049.320,24.250,22.315,62.125,100.985
1540800349.360,24.190,22.415,65.020,100.984
1540800649.400,24.190,22.405,64.705,100.979
1540800955.840,24.250,22.430,65.395,100.979
1540801256.170,24.190,22.415,64.905,100.965
1540801558.770,24.250,22.420,64.720,100.963
1540801859.320,24.250,22.510,64.790,100.968
1540802159.840,24.250,22.440,65.285,100.963
1540802460.320,24.190,22.425,65.205,100.968
1540802761.550,24.190,22.410,65.930,100.990
1540803061.850,24.190,22.410,65.595,100.994
1540803361.900,24.190,22.415,65.625,100.995
1540803662.320,24.190,22.400,65.540,100.990
1540803962.610,24.120,22.355,65.625,100.976
1540804262.940,24.120,22.395,65.660,100.971
1540804563.740,24.120,22.380,65.650,100.972
1540804864.200,24.190,22.395,65.490,100.968
1540805167.170,24.120,22.395,65.565,100.978
1540805467.300,24.060,22.400,65.440,100.986
1540805767.390,24.060,22.405,65.650,100.981
1540806067.670,24.060,22.335,65.705,100.964
1540806368.050,24.060,22.325,65.740,100.960
1540806668.530,24.060,22.340,66.015,100.957
1540806968.770,24.000,22.325,65.710,100.944
1540807269.440,24.000,22.385,66.365,100.940
1540807572.660,24.120,22.310,65.960,100.921
1540807872.700,24.060,22.300,65.990,100.933
1540808172.700,24.000,22.305,65.855,100.918
1540808473.350,24.060,22.335,65.695,100.905
1540808773.780,24.000,22.315,66.025,100.899
1540809075.460,24.000,22.290,66.470,100.895
1540809375.750,24.000,22.290,65.930,100.895
1540809677.780,24.000,22.280,66.175,100.897
1540809978.210,24.000,22.305,66.165,100.898
1540810278.940,24.000,22.305,66.550,100.881
1540810579.010,23.940,22.315,66.150,100.871
1540810879.110,23.940,22.295,66.200,100.872
1540811179.320,23.940,22.275,66.295,100.869
1540811479.440,23.940,22.255,66.310,100.860
1540811780.090,24.000,22.295,66.420,100.852
1540812082.110,23.940,22.290,66.265,100.857
1540812382.390,23.940,22.320,66.640,100.853
1540812682.780,23.940,22.285,66.735,100.846
1540812982.990,23.940,22.220,66.515,100.857
1540813283.250,23.940,22.240,66.480,100.861
1540813583.940,23.940,22.280,66.915,100.857
1540814195.780,23.880,22.305,66.505,100.879
1540814495.840,23.880,22.290,66.540,100.885
1540814798.840,23.880,22.225,66.715,100.878
1540815099.420,23.810,22.220,67.125,100.879
1540815404.670,23.880,22.220,67.285,100.876
1540815705.170,23.880,22.275,66.970,100.886
1540816005.700,23.810,22.310,66.855,100.899
1540816306.240,23.810,22.290,67.485,100.893
1540816606.570,23.880,22.265,67.185,100.921
1540816906.900,23.810,22.255,67.115,100.921
1540817207.480,23.810,22.215,67.200,100.929
1540817509.550,23.810,22.285,67.115,100.947
1540817809.970,23.810,22.285,67.105,100.943
1540818110.740,23.810,22.290,67.390,100.920
1540818411.240,23.810,22.270,68.370,100.939
1540818724.080,23.810,22.265,67.835,100.959
1540819024.560,23.810,22.260,67.335,100.948
1540819324.990,23.810,22.215,67.505,100.949
1540819625.360,23.750,22.285,67.360,100.949
1540819925.690,23.750,22.280,67.330,100.950
1540820225.840,23.750,22.215,68.080,100.963
1540820526.470,23.810,22.205,67.640,100.956
1540820827.190,23.750,22.215,68.125,100.963
1540821127.550,23.750,22.220,67.690,100.971
1540821428.080,23.750,22.275,67.640,100.976
1540821728.840,23.750,22.195,67.850,100.971
1540822029.050,23.750,22.210,67.890,100.984
1540822636.320,23.750,22.260,67.795,100.995
1540822936.920,23.690,22.330,67.510,101.003
1540823237.340,23.750,22.345,67.920,100.998
1540823537.450,23.750,22.345,68.190,100.992
1540823838.180,23.690,22.285,68.025,100.995
1540824138.590,23.690,22.305,68.810,101.006
1540824441.530,23.750,22.370,68.505,101.011
1540824743.370,23.690,22.445,69.055,101.013
1540825043.870,23.690,22.280,69.440,101.021
